Site Number ,Site Type,Site Status,Primary Descriptor
319900001,Primary,Active,"Landsborough Hwy, Cloncurry"
319910001,Primary,Active,"Landsborough Hwy, Cloncurry "
321971501,Primary,Active,"Fourth Ave, Happy Valley "
321971901,Primary,Active,"Railway Ave, Mount Isa "
321972001,Primary,Active,"Fourth Ave, Parkside "
321972002,Primary,Active,"Duchess Road, Mornington "
321972401,Primary,Active,"Railway Ave, Mount Isa"
321972501,Primary,Active,"Camooweal St, Mornington "
321981601,Primary,Active,"East St, Mornington/Townview "
321981602,Primary,Active,"Duchess Rd, Healy "
321981603,Primary,Active,"Transmission St, Mornington"
321982101,Primary,Active,"East St, Mornington/Townview "
321982102,Primary,Active,"Marian St, Townview/Pioneer"
322110001,Primary,Active,"Barkly Hwy, Cloncurry  "
324460001,Primary,Active,"Barkly Hwy, Cloncurry  "
328670001,Primary,Active,"Bruce Hwy, Kuttabul"
328670002,Primary,Active,"Bruce Hwy, Kuttabul"
331020002,Primary,Active,"Bruce Hwy, Kuttabul"
331030001,Primary,Active,"Yakapari-Seaforth Rd, Kuttabul"
331080501,Primary,Active,"Blacks Beach Rd, Blacks Beach/Eimeo"
331081701,Primary,Active,"Shoal Point Rd, Bucasia"
331082201,Primary,Active,"Shoal Point Rd, Shoal Point"
333390001,Primary,Active,"Marian-Hampden Rd, Hampden "
333410001,Primary,Active,"Bruce Hwy, The Leap"
333410002,Primary,Active,"Bruce Hwy, The Leap"
333410003,Primary,Active,"Yakapari-Seaforth Rd, Yakapari"
333420001,Primary,Active,"Bruce Hwy, Farleigh"
333432001,Primary,Active,"Mackay-Habana Rd, Nindaroo"
333440001,Primary,Active,"Glenella-Richmond Rd, Richmond"
333440002,Primary,Active,"Holts Rd, Richmond"
333440301,Primary,Active,"Beaconsfield Rd, Beaconsfield"
333440302,Primary,Active,"Holts Rd, Beaconsfield"
333440303,School,Active,"Holts Rd, Beaconsfield "
333440501,Primary,Active,"Bedford Rd, Andergrove"
333440801,Primary,Active,"Mackay-Bucasia Rd, Beaconsfield/Richmond"
333440901,Primary,Active,"Eaglemount Rd, Beaconsfield"
333441001,Primary,Active,"Broomdykes Dr, Beaconsfield "
333441301,Primary,Active,"Mackay-Bucasia Rd, Richmond/Beaconsfield"
333441801,Primary,Active,"Mackay-Bucasia Rd, Rural View"
333450101,Primary,Active,"Andergrove Rd, Andergrove"
333450201,Primary,Active,"Keeleys Rd, Mackay Harbour/Slade Point "
333450301,Primary,Active,"Keeleys Rd, Slade Point/Mackay Harbour"
333451301,Primary,Active,"Slade Point Rd, Slade Point"
333451401,Primary,Active,"Slade Point Rd, Slade Point"
333451901,Primary,Active,"Ocean Ave, Slade Point"
335640001,Primary,Active,"Mackay-Eungella Rd, Netherdale"
335640002,Primary,Active,"Mackay-Eungella Rd, Netherdale"
335720501,Primary,Active,"Anzac Ave (Mackay-Eungella Rd), Marian"
335730101,Primary,Active,"Anzac Av, Marian"
335750001,Primary,Active,"Mackay-Eungella Rd, Pleystowe"
335760001,Primary,Active,"Mackay-Eungella Rd, Walkerston"
335770001,Primary,Active,"Maraju-Yakapari Rd, Erakala"
335770002,Primary,Active,"Bruce Hwy, Farleigh"
335770005,Primary,Active,"Sugarshed Rd, Erakala"
335772201,Primary,Active,"Bruce Hwy, Farleigh"
335780201,Primary,Active,"Glenella Connection Rd, Foulden"
335780401,Primary,Active,"Shakespeare St, West Mackay "
335780501,Primary,Active,"Gordon St, Mackay"
335780502,Primary,Active,"Shakespeare St, Mackay "
335780801,Primary,Active,"Bruce Hwy, Mount Pleasant "
335781201,Primary,Active,"Heaths Rd, Glenella"
335781202,Primary,Active,"Glenella Rd, Glenella"
335781301,Primary,Active,"Bruce Hwy, Mount Pleasant "
335781401,Primary,Active,"Sams Rd, Mackay"
335781402,Primary,Active,"Malcomson St, North Mackay"
335781601,Primary,Active,"Davey St, Glenella"
335781602,Primary,Active,"Schapers Rd, Glenella "
335781603,Primary,Active,"Bruce Hwy, Glenella"
335781701,Primary,Active,"Phillip St, Mount Pleasant"
335782001,Primary,Active,"Glenpark St, North Mackay"
335782301,Primary,Active,"Mackay-Bucasia Rd, Mount Pleasant"
335782302,Primary,Active,"Mackay-Bucasia Rd, Richmond/Beaconsfield"
335782401,Primary,Active,"Beaconsfield Rd, Beaconsfield"
335790101,Primary,Active,"East Gordon St, Mackay"
335790601,Primary,Active,"Barnes Creek Rd, Cremorne"
335791101,Primary,Active,"Harbour Rd, North Mackay"
335791102,Primary,Active,"Palmer St, North Mackay"
335791103,Primary,Active,"Grendon St, North Mackay "
335791104,Primary,Active,"Canberra St, North Mackay "
335791105,Primary,Active,"Ungerer St, North Mackay "
335791106,School,Active,"Canberra St, North Mackay"
335791601,Primary,Active,"Hamilton St, North Mackay "
335791701,Primary,Active,"Harbour Rd, North Mackay/Mackay Harbour"
335791801,Primary,Active,"Harbour Rd, Mackay Harbour"
335791901,Primary,Active,"Ron Searle Dr, Mackay Harbour"
335791902,Primary,Active,"East Point Dr, Mackay Harbour"
338050001,Primary,Active,"Mackay-Eungella Rd, Mirani"
338100001,Primary,Active,"Peak Downs Hwy, Walkerston/Alexandra"
338101701,Primary,Active,"Peak Downs Hwy, Walkerston"
338101801,Primary,Active,"Peak Downs Hwy, Walkerston "
338101802,School,Active,"Peak Downs Hwy, Walkerston"
338110001,Primary,Active,"Peak Downs Hwy, Te Kowai"
338110002,Primary,Active,"Peak Downs Hwy, Racecourse"
338110003,Primary,Active,"Mackay Ring Rd, Racecourse/Te Kowai "
338120001,Primary,Active,"Horse & Jockey Rd, Racecourse"
338120101,Primary,Active,"Schmidtkes Rd, Ooralea "
338120201,Primary,Active,"Broadsound Rd (Bruce Hwy), Ooralea/Paget"
338120801,Primary,Active,"Connors Rd, Paget "
338121101,Primary,Active,"Boundary Rd, Ooralea"
338121201,Primary,Active,"Broadsound Rd (Bruce Hwy), Paget"
338121301,Primary,Active,"Archibald St, Paget/South Mackay"
338121401,Primary,Active,"Milton St, South Mackay"
338121801,Primary,Active,"Nebo Rd (Bruce Hwy), West Mackay"
338121901,Primary,Active,"Bridge Rd, South Mackay"
338122001,Primary,Active,"Bridge Rd, South Mackay"
338122002,Primary,Active,"Kippen St, South Mackay "
338122301,Primary,Active,"Bridge Rd, West Mackay"
338122302,Primary,Active,"Nebo Rd (Bruce Hwy), West Mackay"
338122303,Primary,Active,"Hume St, West Mackay"
338122304,Primary,Active,"Lagoon St, West Mackay "
338122305,School,Active,"Bridge Rd, West Mackay"
338122401,Primary,Active,"Nebo Rd (Bruce Hwy), Mackay"
338122501,School,Active,"Penn St, South Mackay"
338131601,Primary,Active,"Goldsmith St, South Mackay/East Mackay"
338131602,Primary,Active,"Bridge Rd, South Mackay"
338132101,Primary,Active,"Shakespeare St, Mackay"
338132102,Primary,Active,"Edward St, South Mackay "
338132201,Primary,Active,"East Gordon St, East Mackay "
340522101,Primary,Active,"Mackay Ring Rd, Bakers Creek"
342811301,Primary,Active,"Peak Downs Hwy, Eton"
342840001,Primary,Active,"Homebush Rd, Homebush "
342860001,Primary,Active,"Bruce Hwy, Chelona"
342860002,Primary,Active,"Bruce Hwy, Balberra"
345190001,Primary,Active,"Eton-Homebush Rd, Oakenden"
345220001,Primary,Active,"Bruce Hwy, Balberra"
345220002,Primary,Active,"Bruce Hwy, Balberra"
345230001,Primary,Active,"Hay Point Rd, Alligator Creek"
345240001,Primary,Active,"Hay Point Rd, Alligator Creek"
347540001,Primary,Active,"Peak Downs Hwy, Eton"
347610001,Primary,Active,"Bruce Hwy, Alligator Creek"
349920001,Primary,Active,"Peak Downs Hwy, Blue Mountain"
349990001,Primary,Active,"Sarina Beach Rd, Sarina "
349990002,Primary,Active,"Bruce Hwy, Sarina"
349990401,Primary,Active,"Sarina Beach Rd, Sarina "
350000001,Primary,Active,"Sarina Beach Rd, Sarina "
350010001,Primary,Active,"Sarina Beach Rd (Sarina-Coast Rd), Sarina Beach"
352360001,Primary,Active,"Marlborough-Sarina Rd, Sarina"
352370001,Primary,Active,"Bruce Hwy, Sarina "
352372301,Primary,Active,"Bruce Hwy (Broad St), Sarina "
352372302,School,Active,"Bruce Hwy (Broad St), Sarina"
352391101,Primary,Active,"Miran Khan Dr, Armstrong Beach"
354650001,Primary,Active,"Peak Downs Hwy, Epsom"
354660001,Primary,Active,"Peak Downs Hwy, Epsom"
356990001,Primary,Active,"Suttor Developmental Rd, Hail Creek"
359410001,Primary,Active,"Suttor Developmental Rd, Hail Creek"
361890001,Primary,Active,"Peak Downs Hwy, Nebo"
362010001,Primary,Active,"Brown St (Bruce Hwy), Koumala"
366940001,Primary,Active,"Bruce Hwy, Ilbilbie"
369370001,Primary,Active,"Bruce Hwy, Carmila"
371800001,Primary,Active,"Bruce Hwy, Carmila"
374000001,Primary,Active,"Peak Downs Hwy, Strathfield/Oxford"
374020001,Primary,Active,"Peak Downs Hwy, Strathfield"
374030001,Primary,Active,"Peak Downs Hwy, Strathfield"
376370001,Primary,Active,"Peak Downs Hwy, Coppabella"
376600001,Primary,Active,"Bruce Hwy, Carmila"
378790001,Primary,Active,"Fitzroy Developmental Rd, Oxford"
379960001,Primary,Active,"Landsborough Hwy, Winton"
381090001,Primary,Active,"Goonyella Rd, Moranbah"
381100001,Primary,Active,"Moranbah Access Rd, Moranbah"
381100501,Primary,Active,"Utah Dr, Moranbah"
381100601,Primary,Active,"Mills Ave, Moranbah"
381100701,Primary,Active,"Mills Ave, Moranbah"
381100702,School,Active,"Mills Ave, Moranbah"
381100801,Primary,Active,"Clements St, Moranbah"
381100802,Primary,Active,"Mills Ave, Moranbah"
381100803,School,Active,"Clements St, Moranbah"
381100901,Primary,Active,"Clements St, Moranbah"
381100902,Primary,Active,"Utah Dr, Moranbah"
383550001,Primary,Active,"Moranbah Access Rd, Moranbah"
383850001,Primary,Active,"Bruce Hwy, Flaggy Rock"
386010001,Primary,Active,"Moranbah Access Rd, Moranbah"
386020001,Primary,Active,"Peak Downs Hwy, Moranbah"
386320001,Primary,Active,"Bruce Hwy, Clairview"
388430001,Primary,Active,"Peak Downs Mine Rd, Winchester "
388720001,Primary,Active,"Bruce Hwy, Clairview"
391180001,Primary,Active,"Bruce Hwy, St Lawrence"
398630001,Primary,Active,"Bruce Hwy, St Lawrence"
401150001,Primary,Active,"Bruce Hwy, St Lawrence"
402330001,Primary,Active,"Landsborough Hwy, Corfield"
427030001,Primary,Active,"Gregory Hwy, Clermont"
428860001,Primary,Active,"Landsborough Hwy, Morella"
429850001,Primary,Active,"Dysart-Middlemount Rd, Dysart"
432810001,Primary,Active,"Bruce Hwy, Kunwarara"
440560001,Primary,Active,"Dingo-Mount Flora Rd (Fitzroy Developmental Rd), Mackenzie River"
443200001,Primary,Active,"Dingo-Mount Flora Rd (Fitzroy Developmental Rd), Mackenzie River"
448750001,Primary,Active,"Bruce Hwy, Yaamba"
448750002,Primary,Active,"Bruce Hwy, Yaamba"
448760001,Primary,Active,"Bruce Hwy, Milman"
448830001,Primary,Active,"Farnborough Rd, Meikleville Hill/Yeppoon"
448830601,Primary,Active,"Rockhampton Rd, Yeppoon"
448830602,Primary,Active,"Tanby Rd, Yeppoon"
451400001,Primary,Active,"Bruce Hwy, The Caves"
451440001,Primary,Active,"Yeppoon Rd (Rockhampton-Yeppoon Rd), Bondoola"
451450001,Primary,Active,"Yeppoon Rd (Rockhampton-Yeppoon Rd), Hidden Valley/Barmaryee"
451450002,Primary,Active,"Yeppoon Rd (Rockhampton-Yeppoon Rd), Bondoola"
451462001,Primary,Active,"Scenic Hwy, Lammermoor"
451462401,Primary,Active,"Scenic Hwy, Lammermoor"
451470201,Primary,Active,"Scenic Hwy, Mulambin"
454140001,Primary,Active,"Tanby Rd, Tanby"
454150701,Primary,Active,"Scenic Hwy, Kinka Beach"
456750701,Primary,Active,"Bruce Hwy, Rockyview/Glenlee"
456760001,Primary,Active,"Yeppoon Rd (Rockhampton-Yeppoon Rd), Limestone Creek"
456770001,Primary,Active,"Yeppoon Rd (Rockhampton-Yeppoon Rd), Ironpot"
459390801,Primary,Active,"Yaamba Rd (Bruce Hwy), Norman Gardens/Kawana"
459430001,Primary,Active,"Emu Park Rd (Rockhampton-Emu Park Rd), Coowonga"
460730001,Primary,Active,"Landsborough Hwy, Longreach"
462040001,Primary,Active,"Ridgelands Rd (Rockhampton-Ridgelands Rd), Pink Lily"
462040002,Primary,Active,"Ridgelands Rd (Rockhampton-Ridgelands Rd), Pink Lily"
462050501,Primary,Active,"Lakes Creek Rd (Rockhampton-Emu Park Rd), Berserker/The Common"
462050601,Primary,Active,"Wandal Rd, Wandal"
462050801,Primary,Active,"Queen Elizabeth Dr, Berserker"
462050901,Primary,Active,"Musgrave St, Berserker"
462051001,Primary,Active,"Dean St, Berserker"
462051201,Primary,Active,"Glenmore Rd, Park Avenue"
462051301,Primary,Active,"Moores Creek Rd (Bruce Hwy), Park Avenue"
462051401,Primary,Active,"Musgrave St, Berserker"
462051701,Primary,Active,"Haynes St, Park Avenue"
462051702,Primary,Active,"Richardson Rd, Park Avenue/Kawana"
462051801,Primary,Active,"Main St, Park Avenue"
462052001,Primary,Active,"Dean St, Frenchville"
462052301,Primary,Active,"Yaamba Rd, Kawana/Norman Gardens"
462052302,Primary,Active,"Richardson Rd, Kawana/Park Avenue"
462052303,Primary,Active,"Farm St, Kawana"
462060601,Primary,Active,"Thozet Rd, Koongal"
462080001,Primary,Active,"Emu Park Rd (Rockhampton-Emu Park Rd), Nankin"
463390201,Primary,Active,"Duck St (Landsborough Hwy), Longreach"
464701101,Primary,Active,"Lower Dawson Rd (Bruce Hwy), Allenstown"
464701201,Primary,Active,"Lower Dawson Rd (Bruce Hwy), Allenstown"
464701202,Primary,Active,"Gladstone Rd (Bruce Hwy), Allenstown"
464701701,Primary,Active,"Gladstone Rd (Bruce Hwy), Allenstown"
464702201,Primary,Active,"Gladstone Rd, Allenstown"
464710001,Primary,Active,"Emu Park Rd (Rockhampton-Emu Park Rd), Nerimbera"
464710002,Primary,Active,"Emu Park Rd (Rockhampton-Emu Park Rd), Lakes Creek"
464720001,Primary,Active,"Emu Park Rd (Rockhampton-Emu Park Rd), Nankin"
466090001,Primary,Active,"Main Ave (Landsborough Hwy), Ilfracombe"
467332001,Primary,Active,"Capricorn Hwy, Gracemere"
467350001,Primary,Active,"Burnett Hwy, Gracemere/Bouldercombe"
469520701,Primary,Active,"Rifle Range Rd, Emerald"
469520801,Primary,Active,"Campbell Ford Dr, Emerald"
469520802,Primary,Active,"Capricorn Hwy, Emerald"
469521101,Primary,Active,"Capricorn Hwy, Emerald"
469521201,Primary,Active,"Clermont St (Capricorn Hwy), Emerald"
469521601,Primary,Active,"Baker St, Emerald"
469521701,Primary,Active,"Anakie St, Emerald"
469521702,Primary,Active,"Borilla St, Emerald"
469521801,Primary,Active,"Opal St, Emerald"
469980001,Primary,Active,"Capricorn Hwy, Stanwell"
470020001,Primary,Active,"Burnett Hwy, Bouldercombe"
471760001,Primary,Active,"Capricorn Hwy, Jericho"
472360501,Primary,Active,"Capricorn Hwy, Blackwater"
472370101,Primary,Active,"Railway St, Blackwater"
472410501,Primary,Active,"Main St (Capricorn Hwy), Bluff"
472730001,Primary,Active,"Bruce Hwy, Bajool"
474520001,Primary,Active,"Darwin St (Capricorn Hwy), Jericho"
475020001,Primary,Active,"Ballard St (Capricorn Hwy), Comet"
475180001,Primary,Active,"Fitzroy Developmental Rd, Dingo"
475450001,Primary,Active,"Bruce Hwy, Bajool"
477440001,Primary,Active,"Capricorn Hwy, Port Wine"
478100001,Primary,Active,"Capricorn Hwy, Westwood"
478150901,Primary,Active,"Burnett Hwy, Mount Morgan"
478200001,Primary,Active,"Bruce Hwy, Bajool"
480780001,Primary,Active,"Capricorn Hwy, Gogango"
480780002,Primary,Active,"Capricorn Hwy, Gogango"
480790001,Primary,Active,"Capricorn Hwy, Gogango"
480920001,Primary,Active,"Bruce Hwy, Bajool"
480930001,Primary,Active,"Bruce Hwy, Bajool"
483680001,Primary,Active,"Bruce Hwy, Marmor"
486270001,Primary,Active,"Leichhardt Hwy, Westwood"
486420001,Primary,Active,"Bruce Hwy, Raglan"
486420002,Primary,Active,"Bruce Hwy, Raglan"
486430001,Primary,Active,"Bruce Hwy, Raglan"
488010001,Primary,Active,"Landsborough Hwy, Patrick"
489170001,Primary,Active,"Bruce Hwy, Ambrose"
489170002,Primary,Active,"Bruce Hwy, Ambrose"
489180001,Primary,Active,"Bruce Hwy, Machine Creek"
489180002,Primary,Active,"Bruce Hwy, Mount Larcom"
491920001,Primary,Active,"Bruce Hwy, East End"
491940001,Primary,Active,"Gladstone-Mount Larcom Rd (Port Curtis Way), Aldoga"
491940002,Primary,Active,"Gladstone-Mount Larcom Rd (Port Curtis Way), East End"
491950001,Primary,Active,"Gladstone-Mount Larcom Rd (Port Curtis Way), Yarwun"
491950002,Primary,Active,"Calliope River Rd, Yarwun"
491970401,Primary,Active,"Red Rover Rd, Callemondah"
491971001,Primary,Active,"Hanson Rd, Gladstone"
491980101,Primary,Active,"Dawson Hwy, Gladstone"
491980102,Primary,Active,"Palm Dr, West Gladstone"
491980103,Primary,Active,"Palm Dr, West Gladstone"
491980201,Primary,Active,"Dawson Rd, West Gladstone"
491980202,School,Active,"Dawson Rd, West Gladstone"
491980301,Primary,Active,"Toolooa St, South Gladstone"
491980601,Primary,Active,"Rossella St, West Gladstone"
491980701,Primary,Active,"Hanson Rd, Gladstone"
491980702,Primary,Active,"Auckland St, Gladstone"
491980703,School,Active,"Auckland St, Gladstone"
494680001,Primary,Active,"Bruce Hwy, East End"
494721401,School,Active,"Harvey Rd, Clinton"
494721501,Primary,Active,"Cockatoo Dr, New Auckland"
494721701,Primary,Active,"Don Young Dr, Clinton"
494721901,Primary,Active,"Dawson Hwy, Clinton/New Auckland"
494722001,Primary,Active,"Dawson Hwy, Clinton/New Auckland"
494722301,Primary,Active,"Red Rover Rd, Callemondah"
494730101,Stake Holder,Active,"Kirkwood Rd, Kirkwood"
494730701,Primary,Active,"Dixon Dr, Telina"
494730702,Primary,Active,"Dixon Dr, Telina"
494730801,Primary,Active,"Dalrymple Dr, Toolooa"
494730802,Primary,Active,"Dalrymple Dr, Toolooa"
494730901,Primary,Active,"Gladstone-Benaraby Rd, Glen Eden"
494731601,Primary,Active,"Philip St, West Gladstone"
494731701,Primary,Active,"Philip St, Sun Valley"
494731901,Primary,Active,"French St, South Gladstone"
494732101,Primary,Active,"Dawson Hwy, West Gladstone"
494732102,Primary,Active,"Paterson St, West Gladstone"
494732201,School,Active,"Breslin St, West Gladstone"
494732301,School,Active,"Derby St, South Gladstone"
494732401,Primary,Active,"Toolooa St, South Gladstone"
496820001,Primary,Active,"Gregory Hwy, Minerva"
497430001,Primary,Active,"Bruce Hwy, East End"
497440001,Primary,Active,"Bruce Hwy, East End"
497470001,Primary,Active,"Dawson Hwy, Burua"
497480001,Primary,Active,"Gladstone-Benaraby Rd, South Trees"
497482301,Primary,Active,"Glenlyon Rd, Glen Eden"
500190001,Primary,Active,"Bruce Hwy, West Stowe"
500200002,Primary,Active,"Bruce Hwy, River Ranch"
500210001,Primary,Active,"Dawson Hwy, Burua"
500210002,Primary,Active,"Dawson Hwy, Calliope"
500220001,Primary,Active,"Gladstone-Benaraby Rd, Wurdong Heights"
500230001,Primary,Active,"Boyne Island Rd, Boyne Island"
500230002,Primary,Active,"Gladstone-Benaraby Rd, Wurdong Heights"
500241601,Primary,Active,"Malpas St, Boyne Island"
500242201,Primary,Active,"Hampton Dr, Tannum Sands"
500242301,Primary,Active,"Hampton Dr, Tannum Sands"
500242302,School,Active,"Latrobe St, Tannum Sands"
502980001,Primary,Active,"Bruce Hwy, Calliope"
502980002,Primary,Active,"Bruce Hwy, Calliope/Benaraby"
502990001,Primary,Active,"Bruce Hwy, Wurdong Heights"
502991501,Primary,Active,"Bruce Hwy, Benaraby"
502991801,Primary,Active,"Bruce Hwy, Benaraby/Wurdong Heights"
502991901,Primary,Active,"Bruce Hwy, Benaraby"
503000001,Primary,Active,"Bruce Hwy, Benaraby"
503000002,Primary,Active,"Bruce Hwy, Benaraby"
505610001,Primary,Active,"Burnett Hwy, Goovigen"
505820001,Primary,Active,"Bruce Hwy, Tannum Sands"
505820002,Primary,Active,"Bruce Hwy, Iveragh"
505820003,Primary,Active,"Bruce Hwy, Tannum Sands"
508650001,Primary,Active,"Bruce Hwy, Iveragh"
508650002,Primary,Active,"Bruce Hwy, Iveragh"
510780001,Primary,Active,"Dawson Hwy, Cairdbeign"
511480001,Primary,Active,"Bruce Hwy, Iveragh"
511480002,Primary,Active,"Bruce Hwy, Foreshores"
514170001,Primary,Active,"Dawson Hwy, Dumgree"
516520001,Primary,Active,"Dawson Hwy, Orion"
517180001,Stake Holder,Active,"Bruce Hwy, Bororen"
517180002,Primary,Active,"Bruce Hwy, Bororen"
517271501,Primary,Active,"Round Hill Rd, Agnes Water"
519820001,Primary,Active,"Burnett Hwy, Jambin"
522300001,Primary,Active,"Dawson Hwy, Albinia "
522940601,Primary,Active,"Roe St (Bruce Hwy), Miriam Vale"
525160001,Primary,Active,"Dawson Hwy, Albinia "
530880001,Primary,Active,"Carnarvon Hwy, Rolleston"
530880002,Primary,Active,"Carnarvon Hwy, Consuelo"
530910001,Primary,Active,"Dawson Hwy, Coorumbene"
531290001,Primary,Active,"Burnett Hwy, Thangool"
531301101,Public Complaint,Active,"Burnett Hwy, Thangool"
534020501,Primary,Active,"Dawson Hwy, Moura"
534060001,Primary,Active,"Leichhardt Hwy, Banana"
534380001,Primary,Active,"Bruce Hwy, Colosseum"
537240001,Primary,Active,"Bruce Hwy, Gindoran"
539460001,Primary,Active,"Carnarvon Hwy, Consuelo"
